"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310010] PAGA";"53";"5310";"5310010";"92845263";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310011] MEGO";"53";"5310";"5310011";"79581356";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310012] TANA WAWO";"53";"5310";"5310012";"66316385";"2";"0";"12";"0";"30";"250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310020] LELA";"53";"5310";"5310020";"59684661";"27";"0";"228";"0";"218";"23650"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310030] BOLA";"53";"5310";"5310030";"53052964";"6";"6";"19";"0";"395";"4650"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310031] DORENG";"53";"5310";"5310031";"59684508";"11";"35";"283";"0";"718";"5680"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310032] MAPITARA";"53";"5310";"5310032";"26526422";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310040] TALIBURA";"53";"5310";"5310040";"132631870";"1";"10";"3";"0";"1";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310041] WAIGETE";"53";"5310";"5310041";"72947640";"1";"0";"3";"0";"1";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310042] WAIBLAMA";"53";"5310";"5310042";"46421970";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310050] KEWAPANTE";"53";"5310";"5310050";"59685318";"2";"5";"5";"0";"100";"1000"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"46421858";"24";"2";"144";"0";"264";"4644"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310052] KANGAE";"53";"5310";"5310052";"59685174";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310061] PALUE";"53";"5310";"5310061";"53053420";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310062] KOTING";"53";"5310";"5310062";"46421690";"4";"0";"14";"0";"47.3";"900"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310063] NELLE";"53";"5310";"5310063";"33158320";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310070] NITA";"53";"5310";"5310070";"99474810";"22";"0";"162";"0";"418";"12090"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310071] MAGEPANDA";"53";"5310";"5310071";"53048904";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310080] ALOK";"53";"5310";"5310080";"46416503";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310081] ALOK BARAT";"53";"5310";"5310081";"26523694";"1";"0";"1";"0";"2";"150"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"72940076";"3";"26";"25";"0";"10";"250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2513";"[5310] SIKKA";"53";"5310";"5310999";"1286522806";"104";"84";"899";"0";"2204.3";"53374"
