"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"n_utp_seluruhnya_dijual";"n_utp_sebagian_besar_dijual";"n_utp_sebagian_besar_dikonsumsi_sendiri";"n_utp_seluruhnya_dikonsumsi_sendiri";"n_utp_belum_dijual"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310010] PAGA";"53";"5310";"5310010";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310010] PAGA";"53";"5310";"5310010";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310011] MEGO";"53";"5310";"5310011";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310011] MEGO";"53";"5310";"5310011";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310012] TANA WAWO";"53";"5310";"5310012";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310012] TANA WAWO";"53";"5310";"5310012";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310020] LELA";"53";"5310";"5310020";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310020] LELA";"53";"5310";"5310020";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310030] BOLA";"53";"5310";"5310030";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310030] BOLA";"53";"5310";"5310030";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310031] DORENG";"53";"5310";"5310031";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310031] DORENG";"53";"5310";"5310031";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310032] MAPITARA";"53";"5310";"5310032";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310032] MAPITARA";"53";"5310";"5310032";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310040] TALIBURA";"53";"5310";"5310040";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310040] TALIBURA";"53";"5310";"5310040";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310041] WAIGETE";"53";"5310";"5310041";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310041] WAIGETE";"53";"5310";"5310041";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310042] WAIBLAMA";"53";"5310";"5310042";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310042] WAIBLAMA";"53";"5310";"5310042";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310050] KEWAPANTE";"53";"5310";"5310050";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310050] KEWAPANTE";"53";"5310";"5310050";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310052] KANGAE";"53";"5310";"5310052";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310052] KANGAE";"53";"5310";"5310052";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310061] PALUE";"53";"5310";"5310061";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310061] PALUE";"53";"5310";"5310061";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310062] KOTING";"53";"5310";"5310062";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310062] KOTING";"53";"5310";"5310062";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310063] NELLE";"53";"5310";"5310063";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310063] NELLE";"53";"5310";"5310063";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310070] NITA";"53";"5310";"5310070";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310070] NITA";"53";"5310";"5310070";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310071] MAGEPANDA";"53";"5310";"5310071";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310071] MAGEPANDA";"53";"5310";"5310071";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310080] ALOK";"53";"5310";"5310080";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310080] ALOK";"53";"5310";"5310080";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310081] ALOK BARAT";"53";"5310";"5310081";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310081] ALOK BARAT";"53";"5310";"5310081";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310] SIKKA";"53";"5310";"5310999";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2810";"[5310] SIKKA";"53";"5310";"5310999";"19";"0";"0";"0";"0";"0"
