"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310010] PAGA";"53";"5310";"5310010";"6";"1";"7052787";"0";"5";"0";"3";"50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310020] LELA";"53";"5310";"5310020";"6";"1";"14106171";"5";"14";"6";"14";"97"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310030] BOLA";"53";"5310";"5310030";"6";"1";"35262450";"86";"481";"0";"955.2";"504341"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310031] DORENG";"53";"5310";"5310031";"6";"1";"21159207";"0";"110";"0";"407";"1415"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310040] TALIBURA";"53";"5310";"5310040";"6";"1";"63478031";"4009";"20624";"175";"40088.26";"209665"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310041] WAIGETE";"53";"5310";"5310041";"6";"1";"56425167";"404";"1878";"112";"2549";"12372"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310042] WAIBLAMA";"53";"5310";"5310042";"6";"1";"21157317";"118";"714";"5";"275";"1365"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310050] KEWAPANTE";"53";"5310";"5310050";"6";"1";"35265646";"20";"675";"1";"1372";"5341"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"6";"1";"35262494";"2";"2362";"0";"3643.4";"17145"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310052] KANGAE";"53";"5310";"5310052";"6";"1";"42318562";"173";"141";"0";"215.58";"953"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310062] KOTING";"53";"5310";"5310062";"6";"1";"28211944";"422";"388";"0";"308.2";"1924"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310063] NELLE";"53";"5310";"5310063";"6";"1";"14105959";"0";"74";"0";"155";"900"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310070] NITA";"53";"5310";"5310070";"6";"1";"63475854";"146";"1507";"0";"1759";"11222"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310080] ALOK";"53";"5310";"5310080";"6";"1";"7052953";"20";"50";"0";"155";"900"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"6";"1";"14106061";"31";"206";"0";"196.84";"2198"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310] SIKKA";"53";"5310";"5310999";"6";"1";"458440603";"5436";"29229";"299";"52096.48";"769888"
