"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"6991398";"0";"17";"0";"16320";"61200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"13982773";"1";"4";"0";"39";"295"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"6991371";"0";"2";"0";"1";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"20973745";"0";"9";"0";"71";"230"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"6991237";"0";"1";"0";"5";"50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310063] NELLE";"53";"5310";"5310063";"5";"1";"6991217";"3";"4";"0";"11";"45"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"6991208";"0";"2";"0";"3.25";"65"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"6991302";"0";"26";"0";"572";"17160"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"13982590";"0";"9";"3";"155";"110"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"90886841";"4";"74";"3";"17177.25";"79175"
