"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310010] PAGA";"53";"5310";"5310010";"4764375";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310011] MEGO";"53";"5310";"5310011";"4083594";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310012] TANA WAWO";"53";"5310";"5310012";"3402885";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310020] LELA";"53";"5310";"5310020";"3062511";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310030] BOLA";"53";"5310";"5310030";"2725068";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310031] DORENG";"53";"5310";"5310031";"3065625";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310032] MAPITARA";"53";"5310";"5310032";"1362474";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310040] TALIBURA";"53";"5310";"5310040";"6812130";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310041] WAIGETE";"53";"5310";"5310041";"3746501";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310042] WAIBLAMA";"53";"5310";"5310042";"2384074";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310050] KEWAPANTE";"53";"5310";"5310050";"3066134";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"2384809";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310052] KANGAE";"53";"5310";"5310052";"3066111";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310061] PALUE";"53";"5310";"5310061";"2725364";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310062] KOTING";"53";"5310";"5310062";"2384641";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310063] NELLE";"53";"5310";"5310063";"1703285";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310070] NITA";"53";"5310";"5310070";"5109705";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310071] MAGEPANDA";"53";"5310";"5310071";"2724358";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310080] ALOK";"53";"5310";"5310080";"2383549";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1362006";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"3745434";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310] SIKKA";"53";"5310";"5310999";"66064633";"0";"0";"0";"0";"0";"0"
