"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310010] PAGA";"53";"5310";"5310010";"5";"1";"9648513";"0";"6";"0";"284";"459"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310011] MEGO";"53";"5310";"5310011";"5";"1";"3216704";"0";"328";"0";"6300";"6300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310020] LELA";"53";"5310";"5310020";"5";"1";"12864800";"1";"10";"0";"185";"1673"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"16081337";"16";"41";"3";"796";"3318"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"9649673";"6";"9";"0";"341";"1060"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310032] MAPITARA";"53";"5310";"5310032";"5";"1";"3216553";"0";"1";"0";"30";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"48239228";"14";"614";"1";"11530.8";"39522"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"25728109";"9";"379";"10";"12492";"64124"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5";"1";"9649880";"2";"27";"0";"481";"1765"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"25726652";"4";"136";"9";"5693";"29741"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"6433222";"8";"13";"1";"261";"935"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"25731263";"34";"118";"1";"8055.6";"44382"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"22511456";"8";"73";"1";"1381";"6043"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310063] NELLE";"53";"5310";"5310063";"5";"1";"16081799";"2";"63";"0";"3095";"15195"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"28942196";"13";"162";"2";"96346";"577869"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"1";"25726096";"16";"238";"2";"11068";"41353"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"19294693";"0";"217";"1";"13213.2";"70529"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"12863325";"9";"142";"16";"5953";"48733"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"32157930";"17";"281";"0";"18977.4";"66280"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"353763429";"159";"2858";"47";"196483";"1019381"
