"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310020] LELA";"53";"5310";"5310020";"5";"1";"1126846";"0";"3";"0";"45";"160"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"1126830";"0";"9";"0";"102";"1970"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"563410";"0";"3";"0";"300";"300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"1126777";"0";"2";"0";"12";"95"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"1690412";"0";"8";"0";"72";"940"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"1723663";"0";"21";"0";"196";"2252"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"2817224";"12";"19";"0";"225";"1745"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"563435";"0";"2";"0";"5";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"1688778";"0";"9";"0";"289.67";"380"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"2251645";"0";"16";"0";"325";"2630"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"1";"1125801";"0";"2";"0";"10";"105"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"1125787";"1";"7";"0";"109";"250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"16930608";"13";"101";"0";"1690.67";"10847"
