"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310010] PAGA";"53";"5310";"5310010";"54905463";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310011] MEGO";"53";"5310";"5310011";"47062914";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310012] TANA WAWO";"53";"5310";"5310012";"39218985";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310020] LELA";"53";"5310";"5310020";"35297001";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310030] BOLA";"53";"5310";"5310030";"31375044";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310031] DORENG";"53";"5310";"5310031";"35296848";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310032] MAPITARA";"53";"5310";"5310032";"15687704";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310040] TALIBURA";"53";"5310";"5310040";"78439490";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310041] WAIGETE";"53";"5310";"5310041";"43141549";"1";"2";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310042] WAIBLAMA";"53";"5310";"5310042";"27453650";"0";"0";"3";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310050] KEWAPANTE";"53";"5310";"5310050";"35297478";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"27453538";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310052] KANGAE";"53";"5310";"5310052";"35296850";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310061] PALUE";"53";"5310";"5310061";"31374372";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310062] KOTING";"53";"5310";"5310062";"27452523";"0";"9";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310063] NELLE";"53";"5310";"5310063";"19608915";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310070] NITA";"53";"5310";"5310070";"58826595";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310071] MAGEPANDA";"53";"5310";"5310071";"31374092";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310080] ALOK";"53";"5310";"5310080";"27452278";"1";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310081] ALOK BARAT";"53";"5310";"5310081";"15686994";"1";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"43140240";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2128";"[5310] SIKKA";"53";"5310";"5310999";"760842523";"3";"16";"3";"0";"22";"22"
