"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup_budidaya_jumlah";"n_rtup_pembibitan_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310010] PAGA";"53";"5310";"5310010";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310011] MEGO";"53";"5310";"5310011";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310020] LELA";"53";"5310";"5310020";"7";"0";"0";"7";"7";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310030] BOLA";"53";"5310";"5310030";"22";"0";"0";"22";"22";"0";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310031] DORENG";"53";"5310";"5310031";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310040] TALIBURA";"53";"5310";"5310040";"17";"0";"0";"17";"17";"0";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310041] WAIGETE";"53";"5310";"5310041";"130";"2";"0";"132";"130";"2";"132"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310042] WAIBLAMA";"53";"5310";"5310042";"3";"0";"0";"3";"3";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310050] KEWAPANTE";"53";"5310";"5310050";"81";"0";"0";"81";"81";"0";"81"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"11";"0";"0";"11";"11";"0";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310052] KANGAE";"53";"5310";"5310052";"41";"0";"0";"41";"41";"0";"41"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310062] KOTING";"53";"5310";"5310062";"49";"0";"0";"49";"49";"0";"49"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310063] NELLE";"53";"5310";"5310063";"35";"0";"0";"35";"35";"0";"35"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310070] NITA";"53";"5310";"5310070";"14";"0";"0";"14";"14";"0";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310071] MAGEPANDA";"53";"5310";"5310071";"43";"0";"0";"43";"43";"0";"43"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310080] ALOK";"53";"5310";"5310080";"151";"0";"0";"151";"151";"0";"151"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310081] ALOK BARAT";"53";"5310";"5310081";"24";"0";"0";"24";"24";"0";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"9";"0";"0";"9";"9";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2139";"[5310] SIKKA";"53";"5310";"5310999";"643";"2";"0";"645";"643";"2";"645"
