"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310010] PAGA";"53";"5310";"5310010";"3152079";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310011] MEGO";"53";"5310";"5310011";"2701626";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310012] TANA WAWO";"53";"5310";"5310012";"2251245";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310020] LELA";"53";"5310";"5310020";"2026035";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310030] BOLA";"53";"5310";"5310030";"1800852";"0";"44";"0";"0";"44";"44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310031] DORENG";"53";"5310";"5310031";"2026245";"0";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310032] MAPITARA";"53";"5310";"5310032";"901818";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310040] TALIBURA";"53";"5310";"5310040";"4508850";"4";"218";"4";"182";"408";"404"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310041] WAIGETE";"53";"5310";"5310041";"2479697";"6";"54";"3";"9";"72";"72"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1577926";"0";"4";"4";"14";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310050] KEWAPANTE";"53";"5310";"5310050";"2028690";"10";"15";"0";"0";"25";"25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1577814";"2";"84";"0";"0";"86";"86"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310052] KANGAE";"53";"5310";"5310052";"2029514";"1";"8";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310061] PALUE";"53";"5310";"5310061";"1804052";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310062] KOTING";"53";"5310";"5310062";"1578493";"0";"17";"0";"0";"17";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310063] NELLE";"53";"5310";"5310063";"1127465";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310070] NITA";"53";"5310";"5310070";"3382245";"1";"33";"0";"0";"34";"34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1803772";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310080] ALOK";"53";"5310";"5310080";"1578244";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310081] ALOK BARAT";"53";"5310";"5310081";"901588";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"2478619";"3";"9";"0";"0";"12";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310] SIKKA";"53";"5310";"5310999";"43716869";"27";"496";"11";"205";"739";"735"
