"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310010] PAGA";"53";"5310";"5310010";"79451043";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310011] MEGO";"53";"5310";"5310011";"68100589";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310012] TANA WAWO";"53";"5310";"5310012";"56749015";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310020] LELA";"53";"5310";"5310020";"51074028";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310030] BOLA";"53";"5310";"5310030";"45399068";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310031] DORENG";"53";"5310";"5310031";"51073875";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310032] MAPITARA";"53";"5310";"5310032";"22699474";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310040] TALIBURA";"53";"5310";"5310040";"113497130";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310041] WAIGETE";"53";"5310";"5310041";"62423251";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310042] WAIBLAMA";"53";"5310";"5310042";"39724569";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310050] KEWAPANTE";"53";"5310";"5310050";"51074757";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"39724755";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310052] KANGAE";"53";"5310";"5310052";"51074613";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310061] PALUE";"53";"5310";"5310061";"45399588";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310062] KOTING";"53";"5310";"5310062";"39724587";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310063] NELLE";"53";"5310";"5310063";"28374675";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310070] NITA";"53";"5310";"5310070";"85123875";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310071] MAGEPANDA";"53";"5310";"5310071";"45399308";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310080] ALOK";"53";"5310";"5310080";"39726577";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310081] ALOK BARAT";"53";"5310";"5310081";"22701390";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"62428740";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310] SIKKA";"53";"5310";"5310999";"1100944907";"11";"0";"0";"11";"11";"0";"11"
